timestamp,balance,equity,drawdown
2025-07-01 23:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 00:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 01:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 02:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 03:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 04:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 05:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 06:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 07:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 08:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 09:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 10:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 11:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 12:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 13:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 14:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 15:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 16:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 17:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 18:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 19:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 20:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 22:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-02 23:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-03 00:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-03 01:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-03 02:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-03 03:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-04 04:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-04 05:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-04 06:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-04 07:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-04 08:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-04 09:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-04 10:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-04 11:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-04 12:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-04 13:00:00+00:00,1000000.0,1000000.0,0.0
2025-07-04 14:00:00+00:00,999809.8711465311,1275897.9325022046,0.0
2025-07-04 15:00:00+00:00,999809.8711465311,818149.279124513,0.35876588692324773
2025-07-04 16:00:00+00:00,999809.8711465311,982099.828637894,0.23026771686049652
2025-07-06 23:00:00+00:00,999809.8711465311,873226.4168516645,0.3155985329177922
