timestamp,balance,equity,drawdown
2025-06-25 23:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 00:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 01:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 02:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 03:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 04:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 05:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 06:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 07:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 08:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 09:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 10:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 11:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 12:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 13:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 14:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 15:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 16:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 17:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 18:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 19:00:00+00:00,1000000.0,1000000.0,0.0
2025-06-26 20:00:00+00:00,998957.5132300556,137263959.756198,0.0
2025-06-26 22:00:00+00:00,998957.5132300556,595733993.1191725,0.0
2025-06-26 23:00:00+00:00,998957.5132300556,910605105.5723647,0.0
2025-06-27 00:00:00+00:00,998957.5132300556,882985778.9360731,0.03033073993027019
2025-06-27 01:00:00+00:00,998957.5132300556,844307932.8457973,0.07280562377793393
2025-06-27 02:00:00+00:00,998957.5132300556,1197843405.3899312,0.0
2025-06-27 03:00:00+00:00,998957.5132300556,1236507765.4808726,0.0
2025-06-27 04:00:00+00:00,998957.5132300556,1076321065.3901148,0.12954767010982896
2025-06-27 05:00:00+00:00,998957.5132300556,1208888438.844581,0.022336557365291356
2025-06-27 06:00:00+00:00,998957.5132300556,1352514331.7530315,0.0
2025-06-27 07:00:00+00:00,998957.5132300556,1805468591.3883479,0.0
2025-06-27 08:00:00+00:00,998957.5132300556,1529275325.0254312,0.1529759463445071
2025-06-27 09:00:00+00:00,998957.5132300556,1446417345.1165562,0.1988687302478592
2025-06-27 10:00:00+00:00,998957.5132300556,1391178691.8439727,0.2294639195167607
2025-06-27 11:00:00+00:00,998957.5132300556,1617649078.661964,0.10402812523144293
2025-06-27 12:00:00+00:00,998957.5132300556,1639752631.570598,0.09178556780670423
2025-06-27 13:00:00+00:00,998957.5132300556,1567939685.1163726,0.13156080776200216
2025-06-27 14:00:00+00:00,998957.5132300556,1346985072.0260394,0.25394156483760777
2025-06-27 15:00:00+00:00,998957.5132300556,1247552798.9355226,0.3090143994273563
2025-06-27 16:00:00+00:00,998957.5132300556,1214417698.571573,0.3273670312715191
2025-06-27 17:00:00+00:00,998957.5132300556,1137075492.390356,0.37020477796515905
2025-06-27 18:00:00+00:00,998957.5132300556,1010023892.6635474,0.44057520718935844
2025-06-27 19:00:00+00:00,998957.5132300556,667546939.5733976,0.6302638867508211
2025-06-27 20:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-29 23:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 00:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 01:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 02:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 03:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 04:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 05:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 06:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 07:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 08:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 09:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 10:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 11:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 12:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 13:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 14:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 15:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 16:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 17:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
2025-06-30 18:00:00+00:00,665707578.5688167,665707578.5688167,0.6312826588376657
