datetime,open,high,low,close,volume,symbol
2022-06-09 00:00:00+01:00,167.6759461553332,167.71531607246945,167.31408023689983,167.55278502132597,0.0,GBPJPY
2022-06-09 01:00:00+01:00,167.58954466170158,167.60558223303207,167.13006391290713,167.24169343538873,0.0,GBPJPY
2022-06-09 02:00:00+01:00,167.25407071215847,167.35092550673403,166.87657338415173,167.23540856917904,0.0,GBPJPY
2022-06-09 03:00:00+01:00,167.22516906593384,167.248956533102,166.90361726483957,167.010641298865,0.0,GBPJPY
2022-06-09 04:00:00+01:00,166.96874184468422,167.0946037438319,166.81901145069787,166.86033687340077,0.0,GBPJPY
2022-06-09 05:00:00+01:00,166.91864085006122,167.24328013022284,166.7772631928366,167.03732475741688,0.0,GBPJPY
2022-06-09 06:00:00+01:00,167.02505124603488,167.32501783728438,166.8777428606837,167.27281234954972,0.0,GBPJPY
2022-06-09 07:00:00+01:00,167.25572890464005,167.47795713212457,167.16925095877522,167.38637090382213,0.0,GBPJPY
2022-06-09 08:00:00+01:00,167.39284272244652,167.70554576748737,167.24050968732442,167.7022519043587,0.0,GBPJPY
2022-06-09 09:00:00+01:00,167.68296879650262,167.85017558816287,167.6380764854516,167.6380764854516,0.0,GBPJPY
2022-06-09 10:00:00+01:00,167.61530093050365,167.83924511461802,167.51686100762902,167.52189665988914,0.0,GBPJPY
2022-06-09 11:00:00+01:00,167.51395439189676,167.82235635426431,167.27527202136042,167.63966903167363,0.0,GBPJPY
2022-06-09 12:00:00+01:00,167.65619168020677,167.98333381563333,167.60167728272066,167.81147835092023,0.0,GBPJPY
2022-06-09 13:00:00+01:00,167.80267483921529,168.0091028662172,167.60596082012745,167.88373301254833,0.0,GBPJPY
2022-06-09 14:00:00+01:00,167.85262314826807,168.1339476377849,167.8303614752511,167.98803008521597,0.0,GBPJPY
2022-06-09 15:00:00+01:00,167.93469764572964,168.08408124927735,167.43776823650455,167.43776823650455,0.0,GBPJPY
2022-06-09 16:00:00+01:00,167.41527338654623,167.8832065141208,167.31181732649887,167.75772544659966,0.0,GBPJPY
2022-06-09 17:00:00+01:00,167.75011629264472,167.88168388847467,167.47361597451288,167.7420398843846,0.0,GBPJPY
