datetime,open,high,low,close,volume,symbol
2022-06-09 00:00:00+01:00,1.0627179153625104,1.0655020102392518,1.0626837859970975,1.0649483253117211,0.0,EURUSD
2022-06-09 01:00:00+01:00,1.0651951716262658,1.0654546665412277,1.0639214070077228,1.0644337772259627,0.0,EURUSD
2022-06-09 02:00:00+01:00,1.0641263531396745,1.0670519999516728,1.0641003879280186,1.066978643554097,0.0,EURUSD
2022-06-09 03:00:00+01:00,1.0673002427282519,1.0696882917964317,1.0670306893263612,1.0694634805432766,0.0,EURUSD
2022-06-09 04:00:00+01:00,1.069395822344755,1.069395822344755,1.0672008045447678,1.0673958266208865,0.0,EURUSD
2022-06-09 05:00:00+01:00,1.06774106798871,1.0691741795462604,1.06774106798871,1.0688639085311569,0.0,EURUSD
2022-06-09 06:00:00+01:00,1.068989625976071,1.0702717229520418,1.0682919981755377,1.068562149008996,0.0,EURUSD
2022-06-09 07:00:00+01:00,1.0682735677092519,1.0693615069361695,1.0676176152909154,1.0683496101702497,0.0,EURUSD
2022-06-09 08:00:00+01:00,1.0683970720352851,1.069355022201027,1.0675327946269524,1.0687011125612298,0.0,EURUSD
2022-06-09 09:00:00+01:00,1.0688600350809787,1.0694997663754355,1.0673608424784693,1.0688928100867412,0.0,EURUSD
2022-06-09 10:00:00+01:00,1.0689253403637322,1.071688212061128,1.0689253403637322,1.070387919120289,0.0,EURUSD
2022-06-09 11:00:00+01:00,1.0703475650759493,1.0709406599135303,1.0682193972358138,1.0682193972358138,0.0,EURUSD
2022-06-09 12:00:00+01:00,1.0681664518956626,1.0683680831356264,1.0663719477227416,1.0672410268708807,0.0,EURUSD
2022-06-09 13:00:00+01:00,1.0672897051447443,1.0685602498360214,1.0648049822517287,1.0650418883390782,0.0,EURUSD
2022-06-09 14:00:00+01:00,1.0648479465674618,1.0692932864945237,1.0642619111697602,1.0686370919124804,0.0,EURUSD
2022-06-09 15:00:00+01:00,1.0684047594266137,1.0709539505835572,1.0679379277935976,1.070831190287473,0.0,EURUSD
2022-06-09 16:00:00+01:00,1.070827786107875,1.070851984075993,1.0687236412173542,1.0691027020582418,0.0,EURUSD
2022-06-09 17:00:00+01:00,1.0690263327726237,1.0722353411595253,1.0689193854483265,1.0717998671940134,0.0,EURUSD
2022-06-09 18:00:00+01:00,1.071987910931062,1.0748939857712794,1.07191896123831,1.0748939857712794,0.0,EURUSD
