datetime,open,high,low,close,volume,symbol
2022-06-09 00:00:00+01:00,1.2513404404420625,1.2513404404420625,1.2498620567260081,1.2501217703877057,0.0,GBPUSD
2022-06-09 01:00:00+01:00,1.250200061799682,1.2511799478853605,1.250200061799682,1.2507771864430886,0.0,GBPUSD
2022-06-09 02:00:00+01:00,1.2508514150954697,1.2513412566521465,1.2506260162889853,1.2512140243283916,0.0,GBPUSD
2022-06-09 03:00:00+01:00,1.2512549477781918,1.252602888997992,1.2512549477781918,1.2523407118986978,0.0,GBPUSD
2022-06-09 04:00:00+01:00,1.2522742062044214,1.2524374275678603,1.2512433258053879,1.2512561998748197,0.0,GBPUSD
2022-06-09 05:00:00+01:00,1.25113325123542,1.2518350103530538,1.2506451360382003,1.251275783828294,0.0,GBPUSD
2022-06-09 06:00:00+01:00,1.251285892078628,1.2517274023219755,1.2505667808397658,1.2505667808397658,0.0,GBPUSD
2022-06-09 07:00:00+01:00,1.2505805878640903,1.2506510926603946,1.2493805842992396,1.2496134123226113,0.0,GBPUSD
2022-06-09 08:00:00+01:00,1.2495139002476123,1.250647230804195,1.2492062421088048,1.250488094558801,0.0,GBPUSD
2022-06-09 09:00:00+01:00,1.2506763171632502,1.2509913472756036,1.2502312908550437,1.2502312908550437,0.0,GBPUSD
2022-06-09 10:00:00+01:00,1.2504062613521607,1.2513616375722312,1.2501044886570452,1.2512601434678094,0.0,GBPUSD
2022-06-09 11:00:00+01:00,1.2510786695187817,1.251688767503151,1.2502585847922625,1.2502585847922625,0.0,GBPUSD
2022-06-09 12:00:00+01:00,1.2501900017602592,1.250954627590441,1.2501889379046016,1.2508704729250206,0.0,GBPUSD
2022-06-09 13:00:00+01:00,1.250951513949282,1.2510314454470988,1.2502838110099297,1.2508309716861048,0.0,GBPUSD
2022-06-09 14:00:00+01:00,1.2507238476848772,1.2528991624688444,1.2507201766812786,1.2528991624688444,0.0,GBPUSD
2022-06-09 15:00:00+01:00,1.2529962758229891,1.2539011630710584,1.2528374032279226,1.253601674883946,0.0,GBPUSD
2022-06-09 16:00:00+01:00,1.2535606163964965,1.2537106364765447,1.2531049628995947,1.2532287057858456,0.0,GBPUSD
2022-06-09 17:00:00+01:00,1.253293619379801,1.2536337763958585,1.2522937016030533,1.252615586232314,0.0,GBPUSD
2022-06-09 18:00:00+01:00,1.2527313600796268,1.2533686660222854,1.2522778918856676,1.2533686660222854,0.0,GBPUSD
2022-06-09 19:00:00+01:00,1.2534546662316846,1.2543869140296893,1.25343046898298,1.254342988546187,0.0,GBPUSD
2022-06-09 20:00:00+01:00,1.2543792909055849,1.2553072543387243,1.2541595793751876,1.254806931532128,0.0,GBPUSD
2022-06-09 21:00:00+01:00,1.2547156146595373,1.2549729289496094,1.2542936651140875,1.2545665635940966,0.0,GBPUSD
2022-06-09 22:00:00+01:00,1.2546529208670862,1.2549915075758196,1.25380484044296,1.2545565357420638,0.0,GBPUSD
2022-06-09 23:00:00+01:00,1.2545460083074707,1.2545460083074707,1.2538763868894527,1.254028558731079,0.0,GBPUSD
2022-06-10 00:00:00+01:00,1.2607892510156855,1.2612785192245322,1.2590158864112133,1.2602520893752813,0.0,GBPUSD
2022-06-10 01:00:00+01:00,1.259891172645894,1.26104559802464,1.2578813457236244,1.2594471342415863,0.0,GBPUSD
2022-06-10 02:00:00+01:00,1.2581405715412353,1.2623499729235335,1.2570572639492856,1.2606194154585133,0.0,GBPUSD
2022-06-10 03:00:00+01:00,1.2607962338141936,1.2607962338141936,1.257954597092107,1.2598782567965123,0.0,GBPUSD
2022-06-10 04:00:00+01:00,1.2603607655824418,1.2607873916803196,1.2568555912366557,1.259304540785305,0.0,GBPUSD
2022-06-10 05:00:00+01:00,1.25922921666849,1.2604617240572435,1.2569614835362828,1.2571294159878699,0.0,GBPUSD
2022-06-10 06:00:00+01:00,1.2568605552030174,1.2593220891235901,1.2566996080744826,1.2572424951830359,0.0,GBPUSD
2022-06-10 07:00:00+01:00,1.2573689655688176,1.2577020535240655,1.2528056518485382,1.2533365936127452,0.0,GBPUSD
2022-06-10 08:00:00+01:00,1.2532879750839896,1.254578694067618,1.249843858906219,1.249843858906219,0.0,GBPUSD
2022-06-10 09:00:00+01:00,1.2502539506225103,1.2561781966366201,1.2480386395903598,1.256015746987923,0.0,GBPUSD
2022-06-10 10:00:00+01:00,1.2559599395822156,1.2562507912320136,1.2517620340450988,1.2562507912320136,0.0,GBPUSD
2022-06-10 11:00:00+01:00,1.2562244832323333,1.2598052846566523,1.2550006173385586,1.2591025358103538,0.0,GBPUSD
2022-06-10 12:00:00+01:00,1.2589133398121046,1.260508444451845,1.2573934564499754,1.2581960834145731,0.0,GBPUSD
2022-06-10 13:00:00+01:00,1.2579366384916968,1.2611508836755956,1.2561670507452276,1.2606175975617135,0.0,GBPUSD
2022-06-10 14:00:00+01:00,1.2610022953576974,1.2653569870431165,1.260374824210149,1.2653569870431165,0.0,GBPUSD
